vid,uid,s_min,s_sec,a_obj,split,label
KzddFUM30sI,KzddFUM30sI_240000_250000,4,0,woman_girl,train,v2
l5RmF_VrXic,l5RmF_VrXic_0_10000,0,0,tabla_violin,train,v2
l71OYdoOYQM,l71OYdoOYQM_40000_50000,0,40,piano_violin,test,v2
l7oPqbSrdPs,l7oPqbSrdPs_125000_135000,2,5,guitar_trumpet,train,v2
lAHKqXbyGY0,lAHKqXbyGY0_2520000_2530000,42,0,tabla_sitar,train,v2
lAHKqXbyGY0,lAHKqXbyGY0_2738000_2748000,45,38,tabla_sitar,train,v2
lAHKqXbyGY0,lAHKqXbyGY0_2802000_2812000,46,42,tabla_sitar,train,v2
lAHKqXbyGY0,lAHKqXbyGY0_2820000_2830000,47,0,tabla_sitar,train,v2
lAHKqXbyGY0,lAHKqXbyGY0_3011000_3021000,50,11,tabla_sitar,train,v2
lAHKqXbyGY0,lAHKqXbyGY0_3060000_3070000,51,0,tabla_sitar,train,v2
lcOP60uXMeI,lcOP60uXMeI_8000_18000,0,8,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_20000_30000,0,20,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_23000_33000,0,23,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_52000_62000,0,52,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_134000_144000,2,14,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_194000_204000,3,14,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_198000_208000,3,18,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_220000_230000,3,40,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_238000_248000,3,58,cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_389000_399000,6,29,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_396000_406000,6,36,piano_cello_clarinet,train,v2
lcOP60uXMeI,lcOP60uXMeI_430000_440000,7,10,piano_cello_clarinet,train,v2
lFby9gPze98,lFby9gPze98_15000_25000,0,15,piano_trumpet,train,v2
lFby9gPze98,lFby9gPze98_63000_73000,1,3,piano_trumpet,train,v2
lFby9gPze98,lFby9gPze98_125000_135000,2,5,piano_trumpet,train,v2
LHq48kOIkHM,LHq48kOIkHM_227000_237000,3,47,saw_man,train,v2
LHq48kOIkHM,LHq48kOIkHM_260000_270000,4,20,saw_man,train,v2
LIUU1ZmIljc,LIUU1ZmIljc_270000_280000,4,30,piano_marimba,train,v2
LIUU1ZmIljc,LIUU1ZmIljc_480000_490000,8,0,piano_marimba,train,v2
lm1n5TJ3aHk,lm1n5TJ3aHk_5000_15000,0,5,woman_parrot,val,v2
lm1n5TJ3aHk,lm1n5TJ3aHk_30000_40000,0,30,woman_parrot,val,v2
lm1n5TJ3aHk,lm1n5TJ3aHk_60000_70000,1,0,woman_parrot,val,v2
lm1n5TJ3aHk,lm1n5TJ3aHk_115000_125000,1,55,woman_parrot,val,v2
LMc8CtRYwvM,LMc8CtRYwvM_35000_45000,0,35,drum_marimba,val,v2
lMYygmfENMY,lMYygmfENMY_48000_58000,0,48,woman_guitar,train,v2
lMYygmfENMY,lMYygmfENMY_115000_125000,1,55,woman_guitar,train,v2
lMYygmfENMY,lMYygmfENMY_218000_228000,3,38,guitar_boy,train,v2
lMYygmfENMY,lMYygmfENMY_294000_304000,4,54,girl_guitar_drum,train,v2
lMYygmfENMY,lMYygmfENMY_332000_342000,5,32,drum_guitar,train,v2
Ln2QlrmbvWM,Ln2QlrmbvWM_40000_50000,0,40,guitar_man,train,v2
LobFfPIG_oc,LobFfPIG_oc_20000_30000,0,20,girl_guitar,train,v2
LobFfPIG_oc,LobFfPIG_oc_55000_65000,0,55,girl_guitar,train,v2
LQlLJWdCelw,LQlLJWdCelw_22000_32000,0,22,woman_piano_guitar,train,v2
LQlLJWdCelw,LQlLJWdCelw_48000_58000,0,48,woman_piano_drum_guitar,train,v2
LQlLJWdCelw,LQlLJWdCelw_72000_82000,1,12,piano_woman_guitar_drum,train,v2
LQlLJWdCelw,LQlLJWdCelw_90000_100000,1,30,piano_woman_guitar,train,v2
LQlLJWdCelw,LQlLJWdCelw_105000_115000,1,45,piano_woman_guitar,train,v2
LQlLJWdCelw,LQlLJWdCelw_135000_145000,2,15,woman_guitar,train,v2
LR24x_BZ85I,LR24x_BZ85I_2325000_2335000,38,45,woman_man,train,v2
LR24x_BZ85I,LR24x_BZ85I_2930000_2940000,48,50,woman_man,train,v2
LrZlGfF3EeY,LrZlGfF3EeY_763000_773000,12,43,gun_man,train,v2
LTv7qAFpKTs,LTv7qAFpKTs_70000_80000,1,10,piano_violin,test,v2
LTv7qAFpKTs,LTv7qAFpKTs_315000_325000,5,15,piano_violin,test,v2
lULKn3Ejqds,lULKn3Ejqds_40000_50000,0,40,guitar_man,train,v2
lULKn3Ejqds,lULKn3Ejqds_85000_95000,1,25,guitar_man,train,v2
LxE43y88XYE,LxE43y88XYE_40000_50000,0,40,car_elephant,train,v2
LYRJXfjtQJk,LYRJXfjtQJk_10000_20000,0,10,bird_man,test,v2
LYRJXfjtQJk,LYRJXfjtQJk_20000_30000,0,20,bird_man,test,v2
LYRJXfjtQJk,LYRJXfjtQJk_150000_160000,2,30,bird_man,test,v2
LYRJXfjtQJk,LYRJXfjtQJk_170000_180000,2,50,bird_man,test,v2
LYRJXfjtQJk,LYRJXfjtQJk_270000_280000,4,30,bird_man,test,v2
LYRJXfjtQJk,LYRJXfjtQJk_310000_320000,5,10,bird_man,test,v2
M_NFF8D5q-U,M_NFF8D5q-U_0_10000,0,0,guitar_man,train,v2
m5yAAn0QT6M_6,m5yAAn0QT6M_6,0,0,man_dog,train,v1m
m6ilfE_q11s,m6ilfE_q11s_70000_80000,1,10,piano_clarinet,train,v2
m6ilfE_q11s,m6ilfE_q11s_180000_190000,3,0,piano_clarinet,train,v2
M79DVHaFu4A,M79DVHaFu4A_41000_51000,0,41,piano_erhu,train,v2
mb1G2JtGhws_0,mb1G2JtGhws_0,0,0,guitar_woman,train,v1m
mb1G2JtGhws_1,mb1G2JtGhws_1,0,0,guitar_woman,train,v1m
mgiuaX3-iLk,mgiuaX3-iLk_30000_40000,0,30,woman_guitar,val,v2
mGptxsrBnCs,mGptxsrBnCs_28000_38000,0,28,guitar_man,train,v2
Miq9i38PfhY,Miq9i38PfhY_510000_520000,8,30,man_pipa,train,v2
mmKFvnvdW30,mmKFvnvdW30_345000_355000,5,45,guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_423000_433000,7,3,guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_615000_625000,10,15,guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_686000_696000,11,26,guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_737000_747000,12,17,woman_guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_796000_806000,13,16,guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_890000_900000,14,50,woman_guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_925000_935000,15,25,guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_1020000_1030000,17,0,guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_1055000_1065000,17,35,guitar_man,train,v2
mmKFvnvdW30,mmKFvnvdW30_1087000_1097000,18,7,guitar_man,train,v2
Mn_9MVjmMi0,Mn_9MVjmMi0_40000_50000,0,40,woman_guitar,val,v2
Mn_9MVjmMi0,Mn_9MVjmMi0_100000_110000,1,40,woman_guitar,val,v2
MN-o8DFwtps,MN-o8DFwtps_30000_40000,0,30,piano_cello,train,v2
MN-o8DFwtps,MN-o8DFwtps_40000_50000,0,40,piano_cello,train,v2
MN-o8DFwtps,MN-o8DFwtps_105000_115000,1,45,piano_drum_cello,train,v2
mn7AeB2wwJA,mn7AeB2wwJA_15000_25000,0,15,woman_guitar,train,v2
mn7AeB2wwJA,mn7AeB2wwJA_40000_50000,0,40,woman_guitar,train,v2
mn7AeB2wwJA,mn7AeB2wwJA_60000_70000,1,0,woman_guitar,train,v2
mntCE2Nui8Y,mntCE2Nui8Y_30000_40000,0,30,piano_violin,train,v2
mntCE2Nui8Y,mntCE2Nui8Y_180000_190000,3,0,piano_violin,train,v2
mQD6Nv0Rl0E,mQD6Nv0Rl0E_35000_45000,0,35,piano_violin,train,v2
mrwRO6AJhnk,mrwRO6AJhnk_20000_30000,0,20,man_bell,train,v2
Msr82qkpvBA,Msr82qkpvBA_50000_60000,0,50,piano_trumpet,train,v2
MU0vzvYZ9xg,MU0vzvYZ9xg_45000_55000,0,45,guitar_man,train,v2
mUN93MlvX64,mUN93MlvX64_6000_16000,0,6,piano_bassoon,val,v2
mUN93MlvX64,mUN93MlvX64_42000_52000,0,42,piano_bassoon,val,v2
MUzcFqp-m_4,MUzcFqp-m_4_32000_42000,0,32,guitar_man,train,v2
MUzcFqp-m_4,MUzcFqp-m_4_240000_250000,4,0,guitar_man,train,v2
MUzcFqp-m_4,MUzcFqp-m_4_614000_624000,10,14,guitar_man,train,v2
MUzcFqp-m_4,MUzcFqp-m_4_811000_821000,13,31,guitar_man,train,v2
MUzcFqp-m_4,MUzcFqp-m_4_883000_893000,14,43,guitar_man,train,v2
my4b5PLXHX8_11,my4b5PLXHX8_11,0,0,man_piano,train,v1m
my7j0vSWwTI,my7j0vSWwTI_10000_20000,0,10,girl_guitar,train,v2
my7j0vSWwTI,my7j0vSWwTI_121000_131000,2,1,girl_guitar,train,v2
my7j0vSWwTI,my7j0vSWwTI_142000_152000,2,22,girl_guitar,train,v2
Mylt5LUyTCg,Mylt5LUyTCg_30000_40000,0,30,piano_violin,test,v2
mYlYBF2FQqQ,mYlYBF2FQqQ_0_10000,0,0,piano_man,train,v2
Mz6uJu0VlF0_3,Mz6uJu0VlF0_3,0,0,man_dog,train,v1m
MzOqTz7a6y4,MzOqTz7a6y4_44000_54000,0,44,tabla_man,train,v2
N45BPLjm7Po,N45BPLjm7Po_30000_40000,0,30,guitar_violin,test,v2
n6HAJkNGVcM,n6HAJkNGVcM_30000_40000,0,30,tuba_trumpet,train,v2
n6HAJkNGVcM,n6HAJkNGVcM_72000_82000,1,12,tuba_trumpet,train,v2
n6ypJorMuUw,n6ypJorMuUw_60000_70000,1,0,flute_guitar,train,v2
n6ypJorMuUw,n6ypJorMuUw_105000_115000,1,45,flute_guitar,train,v2
n7RM_np8lSs,n7RM_np8lSs_63000_73000,1,3,cello_guitar,train,v2
n8s2WJXyE4o,n8s2WJXyE4o_1120000_1130000,18,40,woman_man,train,v2
n9UVKVGJHHY,n9UVKVGJHHY_20000_30000,0,20,guitar_man,train,v2
n9UVKVGJHHY,n9UVKVGJHHY_70000_80000,1,10,guitar_man,train,v2
n9UVKVGJHHY,n9UVKVGJHHY_145000_155000,2,25,guitar_man,train,v2
NanMFkcGfrY,NanMFkcGfrY_10000_20000,0,10,harmonica_guitar,train,v2
NanMFkcGfrY,NanMFkcGfrY_60000_70000,1,0,harmonica_guitar_man,train,v2
NBfbCkw0Ixo,NBfbCkw0Ixo_10000_20000,0,10,flute_violin,train,v2
NBfbCkw0Ixo,NBfbCkw0Ixo_180000_190000,3,0,flute_violin,train,v2
NDHQ4c3tGj0,NDHQ4c3tGj0_189000_199000,3,9,piano_clarinet,test,v2
NEvlFzTkzl8,NEvlFzTkzl8_84000_94000,1,24,man_gun,train,v2
NfQvGd1GxCo,NfQvGd1GxCo_84000_94000,1,24,woman_parrot,test,v2
nICnJ2RaQfI,nICnJ2RaQfI_5000_15000,0,5,saxophone_man,train,v2
nKFKQPYiFvQ,nKFKQPYiFvQ_310000_320000,5,10,piano_saxophone,train,v2
nKFKQPYiFvQ,nKFKQPYiFvQ_550000_560000,9,10,piano_saxophone,train,v2
NkVVPE4WAG0,NkVVPE4WAG0_102000_112000,1,42,piano_violin,train,v2
NkVVPE4WAG0,NkVVPE4WAG0_552000_562000,9,12,piano_violin,train,v2
NkWk2nHTvv4,NkWk2nHTvv4_60000_70000,1,0,piano_man,test,v2
nLFb_EbokQk,nLFb_EbokQk_51000_61000,0,51,man_ukulele,train,v2
nN87CQEGMtg,nN87CQEGMtg_60000_70000,1,0,woman_guitar,train,v2
nnuN-Zt60TM,nnuN-Zt60TM_22000_32000,0,22,piano_man_violin,train,v2
nnuN-Zt60TM,nnuN-Zt60TM_130000_140000,2,10,piano_violin,train,v2
nnuN-Zt60TM,nnuN-Zt60TM_139000_149000,2,19,piano_violin,train,v2
nnuN-Zt60TM,nnuN-Zt60TM_248000_258000,4,8,piano_violin,train,v2
nnuN-Zt60TM,nnuN-Zt60TM_284000_294000,4,44,piano_violin,train,v2
nnuN-Zt60TM_3,nnuN-Zt60TM_3,0,0,violin_piano,test,v1m
NOqCnug7Rvc,NOqCnug7Rvc_1000_11000,0,1,piano_flute_tuba_accordion,train,v2
NOqCnug7Rvc,NOqCnug7Rvc_15000_25000,0,15,piano_accordion_tuba_flute,train,v2
NpvPmqLKGf4,NpvPmqLKGf4_48000_58000,0,48,piano_drum_guitar_man,train,v2
NpvPmqLKGf4,NpvPmqLKGf4_80000_90000,1,20,drum_piano_guitar,train,v2
NpvPmqLKGf4,NpvPmqLKGf4_130000_140000,2,10,piano_drum_guitar,train,v2
NpvPmqLKGf4,NpvPmqLKGf4_227000_237000,3,47,piano_drum_guitar,train,v2
nQhV8q-KM34,nQhV8q-KM34_8000_18000,0,8,handpan_guitar_violin,train,v2
nQhV8q-KM34,nQhV8q-KM34_60000_70000,1,0,handpan_guitar_violin,train,v2
nQhV8q-KM34,nQhV8q-KM34_106000_116000,1,46,handpan_guitar_violin,train,v2
nQhV8q-KM34,nQhV8q-KM34_165000_175000,2,45,handpan_guitar_violin,train,v2
nqTOFfAelnM,nqTOFfAelnM_0_10000,0,0,woman_piano,train,v2
NSNCoFFgZDs,NSNCoFFgZDs_220000_230000,3,40,sitar_man,test,v2
ntxKiBof9QE,ntxKiBof9QE_15000_25000,0,15,woman_hair-dryer,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_44000_54000,0,44,guitar_man,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_53000_63000,0,53,guitar_man,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_79000_89000,1,19,guitar_man,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_90000_100000,1,30,guitar_man,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_107000_117000,1,47,guitar_man,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_110000_120000,1,50,guitar_man,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_132000_142000,2,12,guitar_man,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_153000_163000,2,33,guitar_man,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_169000_179000,2,49,guitar_man,train,v2
nvlCOZgLMjU,nvlCOZgLMjU_184000_194000,3,4,guitar_man,train,v2
NwUomxbStjs,NwUomxbStjs_0_10000,0,0,baby_cat,train,v2
NxEhn8zcSa0,NxEhn8zcSa0_10000_20000,0,10,piano_trombone,val,v2
NXh_WM6sp4k,NXh_WM6sp4k_115000_125000,1,55,guitar_man,train,v2
NXh_WM6sp4k,NXh_WM6sp4k_130000_140000,2,10,guitar_man,train,v2
NXh_WM6sp4k,NXh_WM6sp4k_442000_452000,7,22,guitar_man,train,v2
NXh_WM6sp4k,NXh_WM6sp4k_566000_576000,9,26,guitar_man,train,v2
NXh_WM6sp4k,NXh_WM6sp4k_580000_590000,9,40,guitar_man,train,v2
NXh_WM6sp4k,NXh_WM6sp4k_604000_614000,10,4,guitar_man,train,v2
NXh_WM6sp4k,NXh_WM6sp4k_722000_732000,12,2,guitar_man,train,v2
NXh_WM6sp4k,NXh_WM6sp4k_745000_755000,12,25,guitar_man,train,v2
NXh_WM6sp4k,NXh_WM6sp4k_821000_831000,13,41,guitar_man,train,v2
NXh_WM6sp4k,NXh_WM6sp4k_1065000_1075000,17,45,guitar_man,train,v2
NzGTdjm-7tw,NzGTdjm-7tw_380000_390000,6,20,man_clipper,train,v2
O-4DhQwoneY,O-4DhQwoneY_22000_32000,0,22,drum_man_ukulele,test,v2
O-4DhQwoneY,O-4DhQwoneY_54000_64000,0,54,drum_man_ukulele,test,v2
O-4DhQwoneY,O-4DhQwoneY_79000_89000,1,19,drum_ukulele,test,v2
O09RyqZLDU0,O09RyqZLDU0_82000_92000,1,22,erhu_pipa,train,v2
O09RyqZLDU0,O09RyqZLDU0_105000_115000,1,45,erhu_pipa,train,v2
O09RyqZLDU0,O09RyqZLDU0_138000_148000,2,18,erhu_pipa,train,v2
O09RyqZLDU0,O09RyqZLDU0_166000_176000,2,46,erhu_pipa,train,v2
o1bZB4fKv2U_0,o1bZB4fKv2U_0,0,0,guitar_man,val,v1m
o1bZB4fKv2U_1,o1bZB4fKv2U_1,0,0,violin_man_piano,test,v1m
o1bZB4fKv2U_2,o1bZB4fKv2U_2,0,0,woman_man,train,v1m
O1jDMYneC-I,O1jDMYneC-I_366000_376000,6,6,saxophone_guitar,test,v2
O1jDMYneC-I,O1jDMYneC-I_565000_575000,9,25,saxophone_guitar,test,v2
O6foi9uOkOk,O6foi9uOkOk_72000_82000,1,12,drum_marimba,train,v2
O6LDqbVt2Rw,O6LDqbVt2Rw_36000_46000,0,36,guitar_man,train,v2
O6LDqbVt2Rw,O6LDqbVt2Rw_70000_80000,1,10,guitar_man,train,v2
O6LDqbVt2Rw,O6LDqbVt2Rw_193000_203000,3,13,guitar_man,train,v2
O6LDqbVt2Rw,O6LDqbVt2Rw_225000_235000,3,45,guitar_man,train,v2
O7xnnBye7RM_1,O7xnnBye7RM_1,0,0,violin_guitar,train,v1m
O9WgEvfBFF0,O9WgEvfBFF0_12000_22000,0,12,guitar_man,train,v2
oAPd5djYx0c,oAPd5djYx0c_60000_70000,1,0,woman_guitar,val,v2
oAPd5djYx0c,oAPd5djYx0c_162000_172000,2,42,woman_guitar,val,v2
oaYIWYXFMqY,oaYIWYXFMqY_34000_44000,0,34,flute_handpan,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_47000_57000,0,47,flute_handpan,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_70000_80000,1,10,flute_handpan,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_97000_107000,1,37,handpan_guitar,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_158000_168000,2,38,handpan_guitar_drum,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_209000_219000,3,29,flute_handpan_guitar,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_252000_262000,4,12,drum_guitar_handpan,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_285000_295000,4,45,flute_handpan_guitar,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_318000_328000,5,18,handpan_guitar_drum,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_344000_354000,5,44,flute_handpan_guitar,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_362000_372000,6,2,flute_handpan_guitar,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_410000_420000,6,50,flute_handpan_guitar,train,v2
oaYIWYXFMqY,oaYIWYXFMqY_420000_430000,7,0,flute_drum_handpan_guitar,train,v2
OcrebrO0L-Y_1,OcrebrO0L-Y_1,0,0,piano_violin,train,v1m
oEaW1nux6Tg,oEaW1nux6Tg_0_10000,0,0,man_hair-dryer,train,v2
OEe6c3KIUB4,OEe6c3KIUB4_45000_55000,0,45,man_motorcycle,train,v2
OfcjlybYwFs_2,OfcjlybYwFs_2,0,0,man_woman,test,v1m
OGCyzmaM_kE,OGCyzmaM_kE_10000_20000,0,10,flute_violin,train,v2
OGCyzmaM_kE,OGCyzmaM_kE_180000_190000,3,0,flute_violin,train,v2
ohKtWBkhXfs,ohKtWBkhXfs_0_10000,0,0,accordion_man_tabla,train,v2
ohKtWBkhXfs,ohKtWBkhXfs_94000_104000,1,34,accordion_man_tabla,train,v2
OhLbkwXorYE_1,OhLbkwXorYE_1,0,0,guitar_man,train,v1m
OHWcm4v4KsQ,OHWcm4v4KsQ_54000_64000,0,54,flute_trumpet,train,v2
OHWcm4v4KsQ,OHWcm4v4KsQ_64000_74000,1,4,flute_trumpet,train,v2
OHWcm4v4KsQ,OHWcm4v4KsQ_86000_96000,1,26,flute_trumpet,train,v2
OJDnSW1T30M,OJDnSW1T30M_60000_70000,1,0,guitar_man,train,v2
OJDnSW1T30M,OJDnSW1T30M_120000_130000,2,0,guitar_man_boy,train,v2
OJDnSW1T30M,OJDnSW1T30M_130000_140000,2,10,guitar_man_boy,train,v2
OjK6uvzCaWQ,OjK6uvzCaWQ_50000_60000,0,50,woman_piano,val,v2
oKEJlEzRuh8,oKEJlEzRuh8_50000_60000,0,50,woman_guitar_man,train,v2
OMYuLiqSUxE,OMYuLiqSUxE_30000_40000,0,30,piano_clarinet,test,v2
OMYuLiqSUxE,OMYuLiqSUxE_180000_190000,3,0,piano_clarinet,test,v2
OORTbOyKQJg,OORTbOyKQJg_239000_249000,3,59,piano_saxophone,train,v2
oOvtl9pFAZA,oOvtl9pFAZA_215000_225000,3,35,piano_violin,train,v2
opEdBlrbC_g,opEdBlrbC_g_166000_176000,2,46,woman_hair-dryer,train,v2
opqRgtIs8tY,opqRgtIs8tY_21000_31000,0,21,piano_cello,test,v2
opqRgtIs8tY,opqRgtIs8tY_178000_188000,2,58,piano_cello,test,v2
OPXHT-rt5BQ_0,OPXHT-rt5BQ_0,0,0,ukulele_woman,val,v1m
OPXHT-rt5BQ_1,OPXHT-rt5BQ_1,0,0,woman_ukulele,test,v1m
oRg57TWIE00,oRg57TWIE00_5000_15000,0,5,drum_guitar,train,v2
oRg57TWIE00,oRg57TWIE00_19000_29000,0,19,drum_guitar,train,v2
oRg57TWIE00,oRg57TWIE00_34000_44000,0,34,drum_guitar,train,v2
oRg57TWIE00,oRg57TWIE00_45000_55000,0,45,drum_guitar,train,v2
oRSCL3149fI,oRSCL3149fI_0_10000,0,0,piano_clarinet,train,v2
oRSCL3149fI,oRSCL3149fI_11000_21000,0,11,piano_clarinet,train,v2
oRSCL3149fI,oRSCL3149fI_38000_48000,0,38,piano_clarinet,train,v2
oRSCL3149fI,oRSCL3149fI_47000_57000,0,47,piano_clarinet,train,v2
oRSCL3149fI,oRSCL3149fI_80000_90000,1,20,piano_clarinet,train,v2
oRSCL3149fI,oRSCL3149fI_87000_97000,1,27,piano_clarinet,train,v2
oRSCL3149fI,oRSCL3149fI_105000_115000,1,45,piano_clarinet,train,v2
oRSCL3149fI,oRSCL3149fI_135000_145000,2,15,piano_clarinet,train,v2
oRSCL3149fI,oRSCL3149fI_146000_156000,2,26,piano_clarinet,train,v2
oRSCL3149fI,oRSCL3149fI_188000_198000,3,8,piano_clarinet,train,v2
oRyG1CIIaNc,oRyG1CIIaNc_50000_60000,0,50,saxophone_trumpet,train,v2
oSMvY0tErC4,oSMvY0tErC4_50000_60000,0,50,flute_tuba,train,v2
oSMvY0tErC4,oSMvY0tErC4_100000_110000,1,40,flute_tuba,train,v2
OtqsBxPnHt4,OtqsBxPnHt4_71000_81000,1,11,drum_marimba,val,v2
oVK2QsKq8ak,oVK2QsKq8ak_30000_40000,0,30,girl_ukulele,val,v2
oVK2QsKq8ak,oVK2QsKq8ak_143000_153000,2,23,girl_man_ukulele,val,v2
oVK2QsKq8ak,oVK2QsKq8ak_186000_196000,3,6,girl_man_ukulele,val,v2
oVK2QsKq8ak,oVK2QsKq8ak_221000_231000,3,41,girl_man_ukulele,val,v2
Ow9uE_v2AEg,Ow9uE_v2AEg_28000_38000,0,28,woman_piano,train,v2
Ow9uE_v2AEg,Ow9uE_v2AEg_150000_160000,2,30,woman_piano,train,v2
Ox7OpIu5CLI_2,Ox7OpIu5CLI_2,0,0,baby_dog,train,v1m
Ox7OpIu5CLI_4,Ox7OpIu5CLI_4,0,0,baby_dog,train,v1m
oXazaWxQ25s_1,oXazaWxQ25s_1,0,0,ukulele_woman,train,v1m
oxdRqOnkCiY,oxdRqOnkCiY_153000_163000,2,33,piano_cello_clarinet,train,v2
OXS_ZbJVAFw,OXS_ZbJVAFw_290000_300000,4,50,drum_guitar,train,v2
oyi5pKPwz9Q,oyi5pKPwz9Q_120000_130000,2,0,piano_violin,test,v2
P4DREmkH20o_2,P4DREmkH20o_2,0,0,baby_man,val,v1m
P57qJiet6nY,P57qJiet6nY_150000_160000,2,30,piano_saxophone,test,v2
p5uRwtw7S3E,p5uRwtw7S3E_5000_15000,0,5,cello_saxophone,val,v2
p7rp4L26D1M_1,p7rp4L26D1M_1,0,0,man_baby,train,v1m
p8f-dwURY20,p8f-dwURY20_18000_28000,0,18,baby_tiger,train,v2
pa4taI6rVRM,pa4taI6rVRM_160000_170000,2,40,flute_cello_harp,train,v2
PcdKAvd51l0,PcdKAvd51l0_0_10000,0,0,woman_tractor_man,train,v2
PcdKAvd51l0,PcdKAvd51l0_602000_612000,10,2,tractor_train,train,v2
PcdKAvd51l0,PcdKAvd51l0_619000_629000,10,19,car_train,train,v2
PcdKAvd51l0,PcdKAvd51l0_662000_672000,11,2,truck_train,train,v2
PcVCIA2ji9U,PcVCIA2ji9U_8000_18000,0,8,piano_bassoon,test,v2
PcVCIA2ji9U,PcVCIA2ji9U_63000_73000,1,3,piano_bassoon,test,v2
PcVCIA2ji9U,PcVCIA2ji9U_123000_133000,2,3,piano_bassoon,test,v2
PcVCIA2ji9U,PcVCIA2ji9U_147000_157000,2,27,piano_bassoon,test,v2
PDhRwjqN83U,PDhRwjqN83U_13000_23000,0,13,guitar_violin,train,v2
PDhRwjqN83U,PDhRwjqN83U_85000_95000,1,25,drum_guitar_violin,train,v2
PDhRwjqN83U,PDhRwjqN83U_120000_130000,2,0,drum_guitar_violin,train,v2
Pe1LuVFTczE,Pe1LuVFTczE_10000_20000,0,10,guitar_pipa,train,v2
Pe1LuVFTczE,Pe1LuVFTczE_50000_60000,0,50,guitar_pipa,train,v2
Pe1LuVFTczE,Pe1LuVFTczE_106000_116000,1,46,guitar_pipa,train,v2
Pe1LuVFTczE,Pe1LuVFTczE_195000_205000,3,15,guitar_pipa,train,v2
Pe1LuVFTczE,Pe1LuVFTczE_200000_210000,3,20,guitar_pipa,train,v2
Pe1LuVFTczE,Pe1LuVFTczE_281000_291000,4,41,guitar_pipa,train,v2
Pe1LuVFTczE,Pe1LuVFTczE_358000_368000,5,58,guitar_pipa,train,v2
PFuCFH0RznY_0,PFuCFH0RznY_0,0,0,tabla_guitar,train,v1m
Pg2qk3mNSoc,Pg2qk3mNSoc_66000_76000,1,6,handpan_guitar,train,v2
pJznoC1fZ_U,pJznoC1fZ_U_90000_100000,1,30,woman_man,train,v2
pJznoC1fZ_U,pJznoC1fZ_U_286000_296000,4,46,woman_man,train,v2
PkweSr5ULmk,PkweSr5ULmk_40000_50000,0,40,sitar_man,test,v2
pnlSE8fHTWE_2,pnlSE8fHTWE_2,0,0,baby_man,train,v1m
pNV8MKNqOkI,pNV8MKNqOkI_20000_30000,0,20,saxophone_guitar_cello_clarinet,train,v2
pNV8MKNqOkI,pNV8MKNqOkI_60000_70000,1,0,saxophone_guitar_cello_clarinet,train,v2
pPnfMkfojdU,pPnfMkfojdU_85000_95000,1,25,piano_trombone,train,v2
Pq-gQrQOenU,Pq-gQrQOenU_90000_100000,1,30,pipa_guzheng,train,v2
pqJabZqVpQg,pqJabZqVpQg_263000_273000,4,23,guitar_cello,test,v2
PSMWTLjs3wE,PSMWTLjs3wE_0_10000,0,0,lion_man,val,v2
PSMWTLjs3wE,PSMWTLjs3wE_66000_76000,1,6,lion_man,val,v2
